objectid,site_name,site_categ,site_type,shape_stat,common_nam,sci_name,taxon_leve,class_name,establish,establish1,data_origi,local_id,reference,origin,origin_met,originator,last_visit,last_vis_1,last_vis_2,next_visit,last_vis_3,last_vis_4,last_vis_5,assoc_visi,assoc_site,assoc_obs,assoc_surv,field_loca,source_geo,comments,gis_acres,gis_miles,fs_unit_id,fs_unit_na,data_sourc,last_updat,site_cn,spatial_id,exempt_fro,shape_area,shape_len,canopy_cover,focal_mean,lf_sclass,EVT_GP_N,elevation,slope,aspect,TRI,TPI,geom
250818,American Goshawk Nest,Biological,Nest,CURRENT,American Goshawk,Accipiter atricapillus,Species,Birds,2016-08-18,Exact,Forest Service,R02F03D06T35a - Gold Run 1,Gold Run,Natural,Direct,"WATSON, EVAN (Experienced), WILDLIFE, CREW (Limited Experience)",2023-09-26,2023-09-26,Exact,NA,Inactive,Usable,Reproducing,3,0,0,0,10,Point,NA,0.078,0.039,0203,Black Hills National Forest,03,2024-10-10,1275c384-66d9-4c3d-8bf5-20ca35992f7e,1275c384-66d9-4c3d-8bf5-20ca35992f7e,NA,3.51944534485e-8,6.90450643093e-4,57,43.880001068115234,E,"Ponderosa Pine Forest, Woodland and Savanna",1926,3.6059658527374268,64.1197280883789,12,-2,"c(-621964.707861935, 2357442.72110661)"
251184,Steep Trail 1981 NOGO Nest 1,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,1981-01-01,Year,Forest Service,NA,1981,Natural,Direct,"UNKNOWN, KLAMATH NF BIOLOGIST (Unknown)",2021-08-31,2021-08-31,Exact,NA,Inactive,Usable,Reproducing,5,0,0,1,0,Point,NA,0.078,0.039,0505,Klamath National Forest,00,2025-01-08,932e30a5-29ea-4d64-a7c4-bc47f346cdea,932e30a5-29ea-4d64-a7c4-bc47f346cdea,NA,3.40242561895e-8,0.00067517488673500005,80,74.87999725341797,E,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,1456,8.706818580627441,286.17620849609375,27.375,-5.125,"c(-2140323.29973941, 2393927.27672748)"
251635,Black Rock 2008 NOGO Nest 9,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2008-01-01,Year,Forest Service,NA,2008,Natural,Direct,"TAYLOR, LESLIE (Limited Experience), DUGAN, KYLE (Unknown)",2021-08-17,2021-08-17,Exact,NA,Inactive,Usable,Reproducing,12,0,1,1,0,Point,New nest in 2008.,0.078,0.039,0505,Klamath National Forest,00,2025-01-08,765c2998-0e7a-48d6-b9e0-dde762681ff3,765c2998-0e7a-48d6-b9e0-dde762681ff3,NA,3.40170254225e-8,6.75079379433e-4,72,70.31999969482422,E,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,1910,3.301928997039795,259.3460998535156,11.75,7.5,"c(-2136770.63842533, 2391302.70286951)"
254290,Blackhawk 1992 Goshawk nest 2,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,1992-08-27,Day,Forest Service,R05F11AD02T15,NA,Natural,Direct,"HARDY, PAUL (Experienced)",2024-03-22,2024-03-22,Exact,NA,Active,Usable,Courtship or Site Preparation Period,6,1,1,1,0,Point,"Source: Legacy Data. Point placed at centroid of legal description. DXDS_CN: 12766 CMN_SITE_CN_LINK: NEST_SITE_D02T15_497
Dillingham moved to match hardcopy map on 5 March 2013.  Nest also use in 1997, as nest has had some recent attention as evidenced",0.078,0.039,0511,Plumas National Forest,08,2024-12-16,6e091cd2-914a-483f-b412-5fa0a37d00a8,6e091cd2-914a-483f-b412-5fa0a37d00a8,NA,3.30846834585e-8,6.62783032463e-4,82,72.279998779296875,C,Douglas-fir-Grand Fir-White Fir Forest and Woodland,1109,6.030191421508789,46.72266387939453,18,-9,"c(-2089388.15816094, 2161525.49046997)"
253767,Jones Creek  44-6-5,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2017-06-20,Exact,Forest Service,44-6,NA,Natural,Direct,"HAUNER, ELIZABETH (Experienced)",2019-09-19,2019-09-19,Exact,NA,Active,Usable,Reproducing,2,1,1,0,0,Point,NA,0.078,0.039,0506,Lassen National Forest,00,2021-02-23,8f08e994-3131-4d00-a333-8e17b5f1e102,8f08e994-3131-4d00-a333-8e17b5f1e102,NA,3.31516101005e-8,6.6366930791e-4,61,62.52000045776367,C,Red Fir Forest and Woodland,1728,9.785795211791992,186.91683959960938,28.875,-7.625,"c(-2123930.10488751, 2187167.05567276)"
253726,Goshawk Nest - Sherman Ck 214 Rd B,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2018-01-01,Year,Non-Forest Service,NA,NA,Natural,Direct,"LOGGERS, CHRIS O. (Experienced)",2021-06-28,2021-06-28,Day,NA,Inactive,Usable,Semi-Dependent or Fledgling Period,7,0,4,1,0,Point,NA,0.078,0.039,0621,Colville National Forest,00,2023-09-27,8915e29d-b1be-4ffd-9cf1-fb87a8822079,8915e29d-b1be-4ffd-9cf1-fb87a8822079,NA,3.8248668157e-8,7.29334444644e-4,77,77.31999969482422,B,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,958,16.39027976989746,28.374818801879883,51,4.75,"c(-1649959.76659489, 3038090.28930571)"
254991,South Hollow Nest 1,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2013-01-01,Year,Forest Service,R04F07D04T44N1,NA,Natural,Direct,"(MIGRATED), J JORGENSEN (Experienced)",2018-07-10,2018-07-10,Exact,NA,Inactive,Usable,Semi-Dependent or Fledgling Period,2,0,0,3,0,Point,NA,0.078,0.039,0407,Dixie National Forest,00,2021-02-23,a47341ad-d652-4a6e-a23b-9368dcea62f2,a47341ad-d652-4a6e-a23b-9368dcea62f2,NA,3.2034514506e-8,6.48827192698e-4,42,28.15999984741211,D,Pinyon-Juniper Woodland,2412,6.7098870277404785,103.24051666259766,21,-8.75,"c(-1373264.42821057, 1738086.94391894)"
254551,Grades/Duke Nest B,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,1994-01-01,Year,Forest Service,Grade-Duke's Nest B,NA,Natural,Direct,"UNKNOWN, PERSON (Unknown)",2020-08-19,2020-08-19,Day,NA,Non-Extant,Usable,Reproducing,1,0,0,0,200,Point,"Created by Lona Clausen, no other additional info on the source of this site. Visitor Unkown. Qualifications of visitor are unknown.",0.078,0.039,0412,Payette National Forest,00,2021-02-23,7fc8cc2c-10c4-4c53-8bc1-ebfb28e30dd5,7fc8cc2c-10c4-4c53-8bc1-ebfb28e30dd5,NA,3.5687994179e-8,6.96834585761e-4,64,53.560001373291016,B,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,1536,12.1162109375,52.65065002441406,38.75,15.25,"c(-1632941.42978105, 2603809.59554359)"
253296,Little Grizzly 37-9-2,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2009-01-01,Year,Forest Service,37-9-2,NA,Natural,Direct,"EASTES, DONALD (Experienced)",2019-09-03,2019-09-13,Exact,NA,Active,Usable,Reproducing,3,1,1,0,0,Point,NA,0.078,0.039,0506,Lassen National Forest,00,2021-02-23,d5f4b4f4-9507-4753-8aba-abd116fc465d,d5f4b4f4-9507-4753-8aba-abd116fc465d,NA,3.3152471503e-8,6.63680792344e-4,20,12.039999961853027,A,"Alpine Dwarf-Shrubland, Fell-field and Meadow",1837,5.725436687469482,126.80574035644531,17.625,3.625,"c(-2115203.54498654, 2184983.47848906)"
252856,R04F15D53T14-G,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2019-07-08,Day,Forest Service,Clear Creek Guard Station,NA,Natural,Direct,"TILLER, KATIE (Experienced), TAYLOR, MICHAEL (Experienced), KULA, ASHLY (Experienced)",2019-07-23,2019-07-23,Day,NA,Active,Usable,Reproducing,1,7,2,1,0,Point,Nest area was loacted during 7/8/2019 visit.  GPS location was taken during the 7/23/2019 visit,0.078,0.039,0415,Caribou-Targhee National Forest,00,2021-02-23,0e4c5c62-8a37-45a5-9ee5-aba58ef7f0c0,0e4c5c62-8a37-45a5-9ee5-aba58ef7f0c0,NA,3.43786564515e-8,6.79820599558e-4,58,54.36000061035156,E,Douglas-fir Forest and Woodland,2176,4.998534679412842,68.5400390625,15,0.25,"c(-1234084.30844128, 2268940.13174312)"
253327,Bowers Knoll Nest 1,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2000-01-01,Year,Forest Service,R04F07D02T44N1,NA,Natural,Unknown,"(MIGRATED), R. RODRIGUEZ (Experienced)",2018-06-26,2018-06-28,Day,NA,Inactive,Usable,Unknown,6,0,1,15,0,Point,NA,0.078,0.039,0407,Dixie National Forest,00,2021-02-23,cd68cff2-43c8-442b-ad7c-3c79bcb7530a,cd68cff2-43c8-442b-ad7c-3c79bcb7530a,NA,3.19854542365e-8,6.48173079921e-4,48,33.7599983215332,E,"Ponderosa Pine Forest, Woodland and Savanna",2507,5.084444999694824,132.95458984375,15.875,1.625,"c(-1447036.44798496, 1737592.86987571)"
253262,Morris Creek Nest 5,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2018-06-16,Day,Forest Service,NA,NA,Natural,Direct,"SCHIANO, ROSEMARY (Experienced)",2021-01-01,2021-12-31,Year,NA,Active,Usable,Reproducing,4,0,2,0,0,Point,NA,0.078,0.039,0212,Pike-San Isabel National Forest,00,2021-09-29,6e2676e9-c38e-4f21-b5fc-4002aa54ba88,6e2676e9-c38e-4f21-b5fc-4002aa54ba88,NA,3.2600084818e-8,6.56355365442e-4,43,45.400001525878906,C,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,2870,7.898556232452393,23.868330001831055,25.5,-9.5,"c(-876578.968400754, 1815695.54565044)"
252806,Black Rock 1991 NOGO Nest 2,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,1991-01-01,Year,Forest Service,NA,1991,Natural,Direct,"ALLISON, BONNIE (Experienced)",2021-08-17,2021-08-17,Exact,NA,Inactive,Usable,Reproducing,9,0,0,1,0,Point,"Searched area 0.9 mi from found feathers and pellets under nest in white fir, 30 yards from road.",0.078,0.039,0505,Klamath National Forest,00,2025-01-08,cf66b2d2-73c6-4ed8-bac5-2e088a44a301,cf66b2d2-73c6-4ed8-bac5-2e088a44a301,NA,3.401680882e-8,6.75076950518e-4,69,72.04000091552734,B,Douglas-fir-Grand Fir-White Fir Forest and Woodland,1891,5.515554904937744,270.66619873046875,16.875,4.625,"c(-2136964.60863827, 2391323.99587347)"
252456,Deer Creek  A,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,1994-01-01,Year,Forest Service,NA,NA,Natural,Direct,"UNKNOWN, PERSON (Unknown)",2018-07-12,2018-07-12,Day,NA,Inactive,Usable,Reproducing,8,0,0,0,200,Point,Visitor Unkown. Qualifications of visitor are unknown.,0.078,0.039,0412,Payette National Forest,00,2021-02-23,b715e92b-7f36-41ce-82b0-56d7b34ff3b2,b715e92b-7f36-41ce-82b0-56d7b34ff3b2,NA,3.57945736985e-8,6.98208497782e-4,55,47.63999938964844,C,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,1438,10.63170337677002,99.2933120727539,33.875,-6.125,"c(-1611436.90059939, 2618868.05636159)"
249466,Stewart Creek Raptor Nest #6,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2017-06-20,Exact,Forest Service,NA,NA,Natural,Unknown,"FINK, MCKINZIE (Experienced), BAKKEN, DAVID (Experienced)",2018-05-09,2018-05-09,Exact,NA,Inactive,Usable,Dependent or Nestling Period,2,0,0,3,0,Point,"nest details from 2018 survey visit: nest is in liive aspen tree, 15"" dbh, nest 20' up tree.  Smaller shallow nest, perhaps COHA sized.",0.078,0.039,0417,Humboldt-Toiyabe National Forest,03,2022-01-21,c07e0204-7994-431f-be7c-f0264bbcaa2d,c07e0204-7994-431f-be7c-f0264bbcaa2d,NA,3.2576278687e-8,6.5603925227e-4,46,39.7599983215332,B,Mountain Mahogany Woodland and Shrubland,2810,7.270753383636475,353.9382019042969,30.5,-21,"c(-1821143.23228833, 1968232.09843597)"
250358,Northern Goshawk Nest 1999 - SF Griswold Ck,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,1999-06-10,Day,Forest Service,52-02-99,Historic Nest,Natural,Direct,"UNKNOWN, UNKNOWN UNKNOWN (Unknown)",2019-01-01,2019-12-31,Year,NA,Inactive,Usable,Reproducing,6,1,0,0,1,Point,Status: INTACT. Elevation: 5600; Slope: 20; Aspect: NW. White Fir; DBH: 21; Tree Height: 120; Nest Height: 80; Nest Aspect: 200.  DXDS_CN: 15157 CMN_SITE_CN_LINK: NEST_52-02-99,0.078,0.039,0516,Stanislaus National Forest,00,2024-03-04,3ebf9c44-ad49-428b-a560-d2c310ff86ca,3ebf9c44-ad49-428b-a560-d2c310ff86ca,NA,3.2302352951e-8,6.52395483393e-4,65,61.47999954223633,E,Douglas-fir-Grand Fir-White Fir Forest and Woodland,1716,7.154761791229248,317.17474365234375,22.125,-8.625,"c(-2069085.62279236, 1957619.70447815)"
257884,Box Creek NOGO nest 1,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2012-05-25,Day,Forest Service,NA,NA,Natural,Direct,"BERRY, SAM (Experienced)",2021-07-12,2021-07-21,Exact,NA,Active,Usable,Semi-Dependent or Fledgling Period,3,0,1,0,0,Point,NA,0.078,0.039,0212,Pike-San Isabel National Forest,03,2022-01-26,8a4cbba2-69fc-4022-ba6a-78eec1528899,8a4cbba2-69fc-4022-ba6a-78eec1528899,NA,3.23600621245e-8,6.53163895994e-4,48,50.52000045776367,D,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,2926,8.083598136901855,162.2812042236328,36.625,-24.625,"c(-878805.653760277, 1755318.63727868)"
256841,First Spr 2011 NOGO Nest 9,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2011-06-06,Exact,Forest Service,NA,NA,Natural,Direct,"PALERMO, MICHAEL (Limited Experience), ROSS, CORINNE (Limited Experience), LEHR, NATASHA (No Experience)",2021-08-26,2021-08-26,Exact,NA,Inactive,Usable,Reproducing,12,0,4,1,0,Point,"Sticknest in ponderosa pine with a dbh of about 27-30""  Nest on branch about 1.5' from trunk about 60' high.  The nest is facing 192 degrees and the canopt cover is about 50%.",0.078,0.039,0505,Klamath National Forest,02,2025-01-08,4a49bdf9-e8f2-45c7-bd8f-604f206df317,4a49bdf9-e8f2-45c7-bd8f-604f206df317,NA,3.39538452175e-8,6.74249424571e-4,55,56.31999969482422,D,"Ponderosa Pine Forest, Woodland and Savanna",1698,2.687941789627075,26.25865936279297,9,5.75,"c(-2131388.72690909, 2375719.08606666)"
259885,Goshawk Nest 236C,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2002-08-14,Day,Forest Service,236C,NA,Natural,Direct,"THOMAS, SUSAN (Experienced)",2021-08-11,2021-08-11,Exact,NA,Inactive,Usable,Semi-Dependent or Fledgling Period,8,0,2,0,1,Point,DXDS_CN: 14121 CMN_SITE_CN_LINK: Nest_44,0.078,0.039,0514,Shasta Trinity National Forest,00,2021-08-24,222ec256-25cd-419a-8f91-dd759771b1ad,222ec256-25cd-419a-8f91-dd759771b1ad,NA,3.3793522474e-8,6.72141265758e-4,76,70.12000274658203,E,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,1574,6.117442607879639,8.130102157592773,17.75,-3.25,"c(-2114758.39187751, 2334983.35502332)"
259708,SIEGH43 Kelty 2011 NOGO Nest,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2011-07-27,Day,Forest Service,SIEGH43,Activity Center,Natural,Unknown,"LOWE, THERESA (Experienced), RODRIGUEZ, JOSE (No Experience)",2023-09-13,2023-09-13,Day,NA,Inactive,Usable,Reproducing,9,1,0,0,0,Point,2 known alternate nests within the PAC boundary close to road 6S36A,0.078,0.039,0515,Sierra National Forest,08,2023-11-13,95706bde-ecf4-45a2-9139-5e0834f3ccd7,95706bde-ecf4-45a2-9139-5e0834f3ccd7,NA,3.19363818975e-8,6.47519062272e-4,71,68,B,Douglas-fir-Grand Fir-White Fir Forest and Woodland,1737,9.659976959228516,300.9637451171875,28.625,-10.125,"c(-2042643.08475885, 1851983.37528772)"
259839,R04F15D56T12-D,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,1997-01-01,Year,Forest Service,Dude Hollow,NA,Natural,Direct,"UNKNOWN, UNKNOWN (Unknown)",2023-07-03,2023-07-03,Day,NA,Active,Usable,Dependent or Nestling Period,3,7,0,1,0,Point,NA,0.078,0.039,0415,Caribou-Targhee National Forest,00,2023-08-22,dc256863-4347-493f-b8f7-ba66202aeea5,dc256863-4347-493f-b8f7-ba66202aeea5,NA,3.50554324935e-8,6.88645661915e-4,69,65.68000030517578,D,Douglas-fir Forest and Woodland,2135,7.678124904632568,63.54164505004883,24.25,-7,"c(-1222451.81202225, 2403877.58684133)"
259440,West Branch Nest A,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2018-09-19,Day,Forest Service,NA,NA,Natural,Direct,"CLOUD, NICOLE (Experienced), RICHARDS, DAN (Experienced), MCNULTY, RHIANNON (Experienced)",2021-01-01,2021-12-31,Year,NA,Inactive,Usable,Reproducing,4,0,0,0,0,Point,Nest found by timber crew. Skip has been put around nest to protect. Nest is located in mixed conifer forest type with a 10-40% canopy cover. The nest tree is located on the middle 3rd of a side slope with a slope of 10 degrees. The aspect of the slope i,0.078,0.039,0412,Payette National Forest,02,2021-08-10,ae56d013-0ca1-4b11-a666-50c9d34e2473,ae56d013-0ca1-4b11-a666-50c9d34e2473,NA,3.5820798108e-8,6.98546369893e-4,80,67.44000244140625,E,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,1389,9.712299346923828,104.62877655029297,30.375,-3.625,"c(-1597215.84260537, 2620587.37200549)"
255876,Hatch Mountain Nest 5,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2009-01-01,Year,Forest Service,R04F07D02T19N5,NA,Natural,Direct,"(MIGRATED), J JORGENSEN (Experienced)",2018-06-27,2018-06-27,Exact,NA,Inactive,Usable,Unknown,3,0,0,16,0,Point,NA,0.078,0.039,0407,Dixie National Forest,00,2021-02-23,d6c14c2b-0533-4ff2-95fe-4358aa48a170,d6c14c2b-0533-4ff2-95fe-4358aa48a170,NA,3.2033685794e-8,6.48816314038e-4,52,46.119998931884766,B,"Ponderosa Pine Forest, Woodland and Savanna",2519,5.820024490356445,40.532840728759766,22.5,-12.75,"c(-1437957.41333875, 1748983.71690548)"
255449,Massey Gulch Goshawk Nest 2,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2020-06-01,Month,Forest Service,NA,NA,Natural,Direct,"TOPOLEWSKI, DAVID (Experienced)",2021-06-01,2021-06-30,Month,NA,Inactive,Usable,Reproducing,2,0,0,0,0,Point,NA,0.078,0.039,0209,Rio Grande National Forest,02,2021-07-06,3379017e-546f-4ac6-9ee1-357c7dc03814,3379017e-546f-4ac6-9ee1-357c7dc03814,NA,3.17821983135e-8,6.45461630255e-4,62,58.400001525878906,B,"Aspen Forest, Woodland, and Parkland",2924,7.774697303771973,36.30449676513672,23.125,-3.375,"c(-902507.923390259, 1604875.96058716)"
262777,Grades/Duke Nest D,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,1994-01-01,Year,Forest Service,Grade-Duke's Nest D,NA,Natural,Direct,"UNKNOWN, PERSON (Unknown)",2020-08-19,2020-08-19,Day,NA,Not Found,Usable,Reproducing,2,0,0,0,200,Point,"Created by Lona Clausen, no additional info available for this site. Visitor Unkown. Qualifications of visitor are unknown.",0.078,0.039,0412,Payette National Forest,00,2021-02-23,0a37186e-033e-484d-a7a1-151ef7d0bd3a,0a37186e-033e-484d-a7a1-151ef7d0bd3a,NA,3.5688366601e-8,6.9683907856e-4,62,57.47999954223633,C,Douglas-fir-Grand Fir-White Fir Forest and Woodland,1536,12.1162109375,52.65065002441406,38.75,15.25,"c(-1632981.47701171, 2603879.58468126)"
264352,Round Meadow Nest 4,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2011-01-01,Year,Forest Service,R04F07D02T60N4,NA,Natural,Unknown,"(MIGRATED), J JORGENSEN (Experienced)",2018-05-21,2018-05-21,Exact,NA,Inactive,Usable,Incubation or Gestation Period,2,0,0,8,0,Point,NA,0.078,0.039,0407,Dixie National Forest,00,2021-02-23,88c1a9d0-5fad-4332-997b-0358de0e7ee2,88c1a9d0-5fad-4332-997b-0358de0e7ee2,NA,3.21250259675e-8,6.50033993453e-4,41,47.79999923706055,E,"Ponderosa Pine Forest, Woodland and Savanna",2429,5.971066474914551,349.17254638671875,19.5,-8.5,"c(-1443915.51098367, 1774433.71506116)"
261199,Goshawk Nest - Goodrich Ck B,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,1990-01-01,Year,Forest Service,NA,NA,Natural,Direct,"UNKNOWN, UNKNOWN (Unknown)",2021-06-17,2021-06-17,Day,NA,Inactive,Usable,Reproducing,10,0,3,1,0,Point,NA,0.078,0.039,0621,Colville National Forest,00,2023-09-27,fe2b16ee-83a4-4ee8-98ea-52072e920cf4,fe2b16ee-83a4-4ee8-98ea-52072e920cf4,NA,3.84343859635e-8,7.31648745506e-4,62,62.7599983215332,B,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,1311,5.921676158905029,16.66954231262207,21,10.25,"c(-1676847.70696205, 3072490.12170708)"
262358,Goshawk Nest 252A,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,1991-09-04,Day,Forest Service,252A,NA,Natural,Direct,"VITOLS, DESIRE (Experienced)",2022-08-03,2022-08-03,Exact,NA,Inactive,Usable,Dependent or Nestling Period,19,0,1,0,1,Point,DXDS_CN: 14121 CMN_SITE_CN_LINK: Nest_7,0.078,0.039,0514,Shasta Trinity National Forest,00,2022-09-21,494c9598-65fa-4c9d-9cef-8c9754c02948,494c9598-65fa-4c9d-9cef-8c9754c02948,NA,3.3776219399e-8,6.71913124609e-4,73,68.95999908447266,E,Red Fir Forest and Woodland,1653,5.626857280731201,132.69093322753906,16.25,0.25,"c(-2136735.82621303, 2337191.49306127)"
269557,Porcupine Gulch NOGO Nest 2,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2015-08-04,Exact,Forest Service,NA,NA,Natural,Direct,"EATON, SAM (Limited Experience)",2019-07-03,2019-07-03,Day,NA,Inactive,Usable,Reproducing,4,0,1,0,0,Point,NA,0.078,0.039,0212,Pike-San Isabel National Forest,00,2021-02-23,bf677ebc-9650-45f4-a732-73e6d4b9f062,bf677ebc-9650-45f4-a732-73e6d4b9f062,NA,3.27697113e-8,6.58607993286e-4,53,47.7599983215332,C,Lodgepole Pine Forest and Woodland,3088,5.838927745819092,98.84181213378906,16.875,0.625,"c(-883161.34260463, 1858307.33056548)"
268587,York 2017 2018 NOGO Nest,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2017-04-26,Exact,Forest Service,R05F11AD02T58,NA,Natural,Direct,"BAUER, RACHEL LEIGH (Experienced)",2022-08-01,2022-08-01,Exact,NA,Active,Usable,Semi-Dependent or Fledgling Period,12,1,9,4,0,Point,Nest tree species (PSME). DBH (24 inches). Nest height (40ft) Aspect of nest (SW).,0.078,0.039,0511,Plumas National Forest,00,2024-10-30,5d923b9b-1dbb-4672-a1b0-1181ed949664,5d923b9b-1dbb-4672-a1b0-1181ed949664,NA,3.3098253209e-8,6.6296343736e-4,79,65.63999938964844,E,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,1085,20.401016235351563,50.8809700012207,65.625,13.125,"c(-2099942.55477195, 2167701.43008326)"
269050,N Antelope 2001 NOGO Nest 3,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2001-01-01,Year,Forest Service,NA,2001,Natural,Direct,"FROST, ELIZABETH (Experienced)",2020-08-12,2020-08-12,Exact,NA,Inactive,Usable,Reproducing,10,0,0,0,0,Point,NA,0.078,0.039,0505,Klamath National Forest,00,2021-02-23,ca90e89d-9190-4250-b0cb-c97212ea8501,ca90e89d-9190-4250-b0cb-c97212ea8501,NA,3.38507681305e-8,6.72894489895e-4,66,59.31999969482422,A,"Alpine Dwarf-Shrubland, Fell-field and Meadow",1630,1.5541956424713135,335.5560302734375,4.625,-1.375,"c(-2119328.94829836, 2349211.84696171)"
271601,R04F15D54T02-F,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,1997-01-01,Year,Forest Service,Rocky Canyon,NA,Natural,Direct,"UNKNOWN, UNKNOWN (Unknown)",2023-06-05,2023-06-05,Day,NA,Active,Usable,Dependent or Nestling Period,1,7,0,0,0,Point,NA,0.078,0.039,0415,Caribou-Targhee National Forest,00,2023-08-22,13572526-1de7-46b6-8ce6-59ba43a11ab3,13572526-1de7-46b6-8ce6-59ba43a11ab3,NA,3.49423381095e-8,6.87175276907e-4,63,49.20000076293945,E,Douglas-fir Forest and Woodland,1731,10.235267639160156,190.75096130371094,30.75,9.25,"c(-1234468.73790661, 2383571.71264933)"
